id; route; times; type_of_day; information
107-16h15;107;{'Ponta Delgada': '16h15', 'Moviarte': '16h22', 'Caldeirão': '16h30', 'Ribeira Seca': '16h51', 'Ribeira Grande': '16h54', 'Ribeirinha': '16h59', 'São Brás': '17h17', 'Maia - Escola': '17h20', 'Gorreana': '17h25', 'Lomba da Maia': '17h33', 'Fenais da Ajuda': '17h40', 'Lomba de S.Pedro': '17h45', 'Salga': '17h52', 'Lomba da Achadinha': '17h57', 'Achada': '18h06', 'Algarvia': '18h13', 'Santo António Nordestinho': '18h19', 'São Pedro Nordestinho': '18h23', 'Lomba da Fazenda': '18h27', 'Lomba da Cruz': '18h32', 'Vila do Nordeste': '18h38', 'Lomba da Pedreira': '18h45'};SUNDAY;None
107-06h30;107;{'Lomba da Pedreira': '06h30', 'Vila do Nordeste': '06h45', 'Lomba da Cruz': '06h58', 'Lomba da Fazenda': '07h03', 'São Pedro Nordestinho': '07h07', 'Santo António Nordestinho': '07h11', 'Algarvia': '07h17', 'Achada': '07h24', 'Lomba da Achadinha': '07h32', 'Salga': '07h38', 'Lomba de S.Pedro': '07h42', 'Fenais da Ajuda': '07h46', 'Lomba da Maia': '07h56', 'Maia - Largo S.António': '08h04', 'São Brás': '08h08', 'Porto Formoso': '08h11', 'Ribeirinha': '08h29', 'Ribeira Grande': '08h45', 'Ribeira Seca': '08h47', 'Caldeirão': '08h54', 'Moviarte': '09h02', 'Ponta Delgada': '09h15'};SUNDAY;None
107-16h15;107;{'Lomba da Pedreira': '16h15', 'Vila do Nordeste': '16h16', 'Lomba da Cruz': '16h17', 'Lomba da Fazenda': '16h22', 'São Pedro Nordestinho': '16h30', 'Santo António Nordestinho': '16h51', 'Algarvia': '16h52', 'Achada': '16h54', 'Lomba da Achadinha': '16h59', 'Salga': '17h17', 'Lomba de S.Pedro': '17h20', 'Fenais da Ajuda': '17h26', 'Lomba da Maia': '17h36', 'Maia - Largo S.António': '17h44', 'São Brás': '17h52', 'Porto Formoso': '17h57', 'Ribeirinha': '18h06', 'Ribeira Grande': '18h13', 'Ribeira Seca': '18h23', 'Caldeirão': '18h27', 'Moviarte': '18h31', 'Ponta Delgada': '18h45'};SUNDAY;None
108-12h00;108;{'Ponta Delgada': '12h00', 'Moviarte': '12h07', 'Caldeirão': '12h15', 'Ribeira Seca': '12h32', 'Ribeira Grande': '12h35', 'Ribeirinha': '12h39', 'Porto Formoso': '12h57', 'São Brás': '13h00', 'Maia - Escola': '13h05'};WEEKDAY;None
108-16h15;108;{'Ponta Delgada': '16h15', 'Moviarte': '16h22', 'Caldeirão': '16h30', 'Ribeira Seca': '16h47', 'Ribeira Grande': '16h50', 'Ribeirinha': '16h54', 'Porto Formoso': '17h12', 'São Brás': '17h15', 'Maia - Escola': '17h20'};WEEKDAY;None
108-13h50;108;{'Maia - Escola': '13h50', 'São Brás': '13h55', 'Porto Formoso': '13h58', 'Ribeirinha': '14h12', 'Ribeira Grande': '14h30', 'Ribeira Seca': '14h33', 'Caldeirão': '14h47', 'Moviarte': '14h51', 'Ponta Delgada': '14h55'};WEEKDAY;None
108-07h05;108;{'Maia - Escola': '07h05', 'São Brás': '07h10', 'Porto Formoso': '07h13', 'Ribeirinha': '07h27', 'Ribeira Grande': '07h31', 'Ribeira Seca': '07h34', 'Caldeirão': '07h49', 'Moviarte': '07h57', 'Ponta Delgada': '08h10'};SATURDAY;None
112-07h15;112;{'Fenais da Ajuda': '07h15', 'Lomba da Maia': '07h20', 'Gorreana': '07h30', 'Maia - Largo S.António': '07h38', 'São Brás': '07h43', 'Ribeirinha': '07h58', 'Ribeira Grande': '08h15'};WEEKDAY;None
112-12h00;112;{'Ponta Delgada': '12h00', 'Moviarte': '12h06', 'Caldeirão': '12h16', 'Pico da Pedra': '12h22', 'Calhetas': '12h28', 'Rabo de Peixe': '12h33', 'Ribeira Seca': '12h43', 'Ribeira Grande': '12h45', 'Ribeirinha': '12h49', 'São Brás': '13h05', 'Maia - Escola': '13h11', 'Maia - Largo S.António': '13h16', 'Gorreana': '13h24', 'Lomba da Maia': '13h34', 'Fenais da Ajuda': '13h38'};SATURDAY;None
113-08h16;113;{'Maia - Largo S.António': '08h16', 'Lomba da Maia': '08h24', 'Lomba de S.Pedro': '09h39'};WEEKDAY;None
113-18h15;113;{'Ponta Delgada': '18h15', 'Moviarte': '18h23', 'Caldeirão': '18h31', 'Ribeira Seca': '18h52', 'Ribeira Grande': '19h06', 'Ribeirinha': '19h12', 'Porto Formoso': '19h31', 'São Brás': '19h35', 'Maia - Largo S.António': '19h15', 'Lomba da Maia': '19h23', 'Lomba de S.Pedro': '20h38'};WEEKDAY;None
113-09h40;113;{'Fenais da Ajuda': '09h40', 'Lomba da Maia': '09h45', 'Gorreana': '09h55', 'Maia - Largo S.António': '10h03', 'São Brás': '10h08', 'Porto Formoso': '10h12', 'Ribeirinha': '10h31', 'Ribeira Grande': '11h00', 'Ribeira Seca': '11h04', 'Caldeirão': '11h24', 'Moviarte': '11h32', 'Ponta Delgada': '11h46'};WEEKDAY;None
113-17h45;113;{'Ribeira Grande': '17h45', 'Rabo de Peixe': '17h56', 'Calhetas': '18h00', 'Pico da Pedra': '18h05', 'Caldeirão': '18h10', 'Moviarte': '18h18', 'Ponta Delgada': '18h30'};WEEKDAY;None
104-07h30;104;{'Ponta Delgada': '07h30', 'São Roque': '07h39', 'Livramento': '07h43', 'Pico do Fogo': '07h50'};WEEKDAY;None
104-08h40;104;{'Ponta Delgada': '08h40', 'São Roque': '08h49', 'Livramento': '08h53', 'Pico do Fogo': '09h00'};WEEKDAY;None
104-09h15;104;{'Ponta Delgada': '09h15', 'São Roque': '09h24', 'Livramento': '09h28', 'Pico do Fogo': '09h35'};WEEKDAY;None
104-10h15;104;{'Ponta Delgada': '10h15', 'São Roque': '10h24', 'Livramento': '10h28', 'Pico do Fogo': '10h35'};WEEKDAY;None
104-11h15;104;{'Ponta Delgada': '11h15', 'São Roque': '11h24', 'Livramento': '11h28', 'Pico do Fogo': '11h35'};WEEKDAY;None
104-12h00;104;{'Ponta Delgada': '12h00', 'São Roque': '12h09', 'Livramento': '12h13', 'Pico do Fogo': '12h20'};WEEKDAY;None
104-13h40;104;{'Ponta Delgada': '13h40', 'São Roque': '13h49', 'Livramento': '13h53', 'Pico do Fogo': '14h00'};WEEKDAY;None
104-14h30;104;{'Ponta Delgada': '14h30', 'São Roque': '14h39', 'Livramento': '14h43', 'Pico do Fogo': '14h50'};WEEKDAY;None
104-15h40;104;{'Ponta Delgada': '15h40', 'São Roque': '15h49', 'Livramento': '15h53', 'Pico do Fogo': '16h00'};WEEKDAY;None
104-16h30;104;{'Ponta Delgada': '16h30', 'São Roque': '16h39', 'Livramento': '16h43', 'Pico do Fogo': '16h50'};WEEKDAY;None
104-17h15;104;{'Ponta Delgada': '17h15', 'São Roque': '17h24', 'Livramento': '17h28', 'Pico do Fogo': '17h35'};WEEKDAY;None
104-18h40;104;{'Ponta Delgada': '18h40', 'São Roque': '18h49', 'Livramento': '18h53', 'Pico do Fogo': '19h00'};WEEKDAY;None
104-19h20;104;{'Ponta Delgada': '19h20', 'São Roque': '19h29', 'Livramento': '19h33', 'Pico do Fogo': '19h40'};WEEKDAY;None
104-07h05;104;{'Pico do Fogo': '07h05', 'Livramento': '07h09', 'São Roque': '07h12', 'Ponta Delgada': '07h25'};WEEKDAY;None
104-08h00;104;{'Pico do Fogo': '08h00', 'Livramento': '08h04', 'São Roque': '08h07', 'Ponta Delgada': '08h20'};WEEKDAY;None
104-08h45;104;{'Pico do Fogo': '08h45', 'Livramento': '08h49', 'São Roque': '08h52', 'Ponta Delgada': '09h05'};WEEKDAY;None
104-09h05;104;{'Pico do Fogo': '09h05', 'Livramento': '09h09', 'São Roque': '09h12', 'Ponta Delgada': '09h25'};WEEKDAY;None
104-09h40;104;{'Pico do Fogo': '09h40', 'Livramento': '09h44', 'São Roque': '09h47', 'Ponta Delgada': '10h00'};WEEKDAY;None
104-12h00;104;{'Pico do Fogo': '12h00', 'Livramento': '12h04', 'São Roque': '12h07', 'Ponta Delgada': '12h20'};WEEKDAY;None
104-13h20;104;{'Pico do Fogo': '13h20', 'Livramento': '13h24', 'São Roque': '13h27', 'Ponta Delgada': '13h40'};WEEKDAY;None
104-13h45;104;{'Pico do Fogo': '13h45', 'Livramento': '13h49', 'São Roque': '13h52', 'Ponta Delgada': '14h05'};WEEKDAY;None
104-14h20;104;{'Pico do Fogo': '14h20', 'Livramento': '14h24', 'São Roque': '14h27', 'Ponta Delgada': '14h40'};WEEKDAY;None
104-15h05;104;{'Pico do Fogo': '15h05', 'Livramento': '15h09', 'São Roque': '15h12', 'Ponta Delgada': '15h25'};WEEKDAY;None
104-16h10;104;{'Pico do Fogo': '16h10', 'Livramento': '16h14', 'São Roque': '16h17', 'Ponta Delgada': '16h30'};WEEKDAY;None
104-17h10;104;{'Pico do Fogo': '17h10', 'Livramento': '17h14', 'São Roque': '17h17', 'Ponta Delgada': '17h30'};WEEKDAY;None
104-18h25;104;{'Pico do Fogo': '18h25', 'Livramento': '18h29', 'São Roque': '18h32', 'Ponta Delgada': '18h45'};WEEKDAY;None
104-07h30;104;{'Ponta Delgada': '07h30', 'São Roque': '07h39', 'Livramento': '07h43', 'Pico do Fogo': '07h50'};SATURDAY;None
104-08h40;104;{'Ponta Delgada': '08h40', 'São Roque': '08h49', 'Livramento': '08h53', 'Pico do Fogo': '09h00'};SATURDAY;None
104-09h15;104;{'Ponta Delgada': '09h15', 'São Roque': '09h24', 'Livramento': '09h28', 'Pico do Fogo': '09h35'};SATURDAY;None
104-10h15;104;{'Ponta Delgada': '10h15', 'São Roque': '10h24', 'Livramento': '10h28', 'Pico do Fogo': '10h35'};SATURDAY;None
104-11h15;104;{'Ponta Delgada': '11h15', 'São Roque': '11h24', 'Livramento': '11h28', 'Pico do Fogo': '11h35'};SATURDAY;None
104-13h05;104;{'Ponta Delgada': '13h05', 'São Roque': '13h14', 'Livramento': '13h18', 'Pico do Fogo': '13h25'};SATURDAY;None
104-14h30;104;{'Ponta Delgada': '14h30', 'São Roque': '14h39', 'Livramento': '14h43', 'Pico do Fogo': '14h50'};SATURDAY;None
104-17h15;104;{'Ponta Delgada': '17h15', 'São Roque': '17h24', 'Livramento': '17h28', 'Pico do Fogo': '17h35'};SATURDAY;None
104-19h20;104;{'Ponta Delgada': '19h20', 'São Roque': '19h29', 'Livramento': '19h33', 'Pico do Fogo': '19h40'};SATURDAY;None
104-07h05;104;{'Pico do Fogo': '07h05', 'Livramento': '07h09', 'São Roque': '07h12', 'Ponta Delgada': '07h25'};SATURDAY;None
104-08h00;104;{'Pico do Fogo': '08h00', 'Livramento': '08h04', 'São Roque': '08h07', 'Ponta Delgada': '08h20'};SATURDAY;None
104-09h05;104;{'Pico do Fogo': '09h05', 'Livramento': '09h09', 'São Roque': '09h12', 'Ponta Delgada': '09h25'};SATURDAY;None
104-10h20;104;{'Pico do Fogo': '10h20', 'Livramento': '10h24', 'São Roque': '10h27', 'Ponta Delgada': '10h40'};SATURDAY;None
104-12h00;104;{'Pico do Fogo': '12h00', 'Livramento': '12h04', 'São Roque': '12h07', 'Ponta Delgada': '12h20'};SATURDAY;None
104-13h30;104;{'Pico do Fogo': '13h30', 'Livramento': '13h34', 'São Roque': '13h37', 'Ponta Delgada': '13h50'};SATURDAY;None
104-15h05;104;{'Pico do Fogo': '15h05', 'Livramento': '15h09', 'São Roque': '15h12', 'Ponta Delgada': '15h25'};SATURDAY;None
104-18h10;104;{'Pico do Fogo': '18h10', 'Livramento': '18h14', 'São Roque': '18h17', 'Ponta Delgada': '18h30'};SATURDAY;None
104-08h45;104;{'Ponta Delgada': '08h45', 'São Roque': '08h54', 'Livramento': '08h58', 'Pico do Fogo': '09h05'};SUNDAY;None
104-10h15;104;{'Ponta Delgada': '10h15', 'São Roque': '10h24', 'Livramento': '10h28', 'Pico do Fogo': '10h35'};SUNDAY;None
104-12h30;104;{'Ponta Delgada': '12h30', 'São Roque': '12h39', 'Livramento': '12h43', 'Pico do Fogo': '12h50'};SUNDAY;None
104-14h30;104;{'Ponta Delgada': '14h30', 'São Roque': '14h39', 'Livramento': '14h43', 'Pico do Fogo': '14h50'};SUNDAY;None
104-16h30;104;{'Ponta Delgada': '16h30', 'São Roque': '16h39', 'Livramento': '16h43', 'Pico do Fogo': '16h50'};SUNDAY;None
104-19h20;104;{'Ponta Delgada': '19h20', 'São Roque': '19h29', 'Livramento': '19h33', 'Pico do Fogo': '19h40'};SUNDAY;None
104-07h30;104;{'Pico do Fogo': '07h30', 'Livramento': '07h34', 'São Roque': '07h37', 'Ponta Delgada': '07h50'};SUNDAY;None
104-09h10;104;{'Pico do Fogo': '09h10', 'Livramento': '09h14', 'São Roque': '09h17', 'Ponta Delgada': '09h30'};SUNDAY;None
104-13h10;104;{'Pico do Fogo': '13h10', 'Livramento': '13h14', 'São Roque': '13h17', 'Ponta Delgada': '13h30'};SUNDAY;None
104-15h10;104;{'Pico do Fogo': '15h10', 'Livramento': '15h14', 'São Roque': '15h17', 'Ponta Delgada': '15h30'};SUNDAY;None
104-17h10;104;{'Pico do Fogo': '17h10', 'Livramento': '17h14', 'São Roque': '17h17', 'Ponta Delgada': '17h30'};SUNDAY;None
103-12h20;103;{'Ponta Delgada': '12h20', 'São Roque': '12h29', 'Livramento': '12h33', 'Pico do Fogo': '12h40', 'Cabouco': '12h47', 'Santa Bárbara - Ribeira Grande': '12h55', 'Ribeira Seca': '13h05', 'Ribeira Grande': '13h10'};WEEKDAY;None
103-18h10;103;{'Ponta Delgada': '18h10', 'São Roque': '18h19', 'Livramento': '18h23', 'Pico do Fogo': '18h30', 'Cabouco': '18h37', 'Santa Bárbara - Ribeira Grande': '18h45', 'Ribeira Seca': '18h55', 'Ribeira Grande': '19h00'};WEEKDAY;None
103-17h40;103;{'Ponta Delgada': '17h40', 'São Roque': '17h49', 'Livramento': '17h53', 'Pico do Fogo': '18h00', 'Cabouco': '18h07', 'Santa Bárbara - Ribeira Grande': '18h15'};WEEKDAY;None
103-07h00;103;{'Santa Bárbara - Ribeira Grande': '07h00', 'Cabouco': '07h17', 'Pico do Fogo': '07h24', 'Livramento': '07h31', 'São Roque': '07h35', 'Ponta Delgada': '07h50'};WEEKDAY;None
103-07h50;103;{'Ribeira Grande': '07h50', 'Ribeira Seca': '07h54', 'Santa Bárbara - Ribeira Grande': '08h00', 'Cabouco': '08h17', 'Pico do Fogo': '08h24', 'Livramento': '08h31', 'São Roque': '08h35', 'Ponta Delgada': '08h50'};WEEKDAY;None
103-12h10;103;{'Ribeira Grande': '12h10', 'Ribeira Seca': '12h14', 'Santa Bárbara - Ribeira Grande': '12h20', 'Cabouco': '12h37', 'Pico do Fogo': '12h44', 'Livramento': '12h51', 'São Roque': '12h55', 'Ponta Delgada': '13h10'};WEEKDAY;None
103-16h00;103;{'Ribeira Grande': '16h00', 'Ribeira Seca': '16h04', 'Santa Bárbara - Ribeira Grande': '16h10', 'Cabouco': '16h27', 'Pico do Fogo': '16h34', 'Livramento': '16h41', 'São Roque': '16h45', 'Ponta Delgada': '17h00'};WEEKDAY;None
103-12h20;103;{'Ponta Delgada': '12h20', 'São Roque': '12h29', 'Livramento': '12h33', 'Pico do Fogo': '12h40', 'Cabouco': '12h47', 'Santa Bárbara - Ribeira Grande': '12h55', 'Ribeira Seca': '13h05', 'Ribeira Grande': '13h10'};SATURDAY;None
103-07h50;103;{'Ribeira Grande': '07h50', 'Ribeira Seca': '07h54', 'Santa Bárbara - Ribeira Grande': '08h00', 'Cabouco': '08h17', 'Pico do Fogo': '08h24', 'Livramento': '08h31', 'São Roque': '08h35', 'Ponta Delgada': '08h50'};SATURDAY;None
115-07h25*;115;{'Salga': '07h25*', 'Lomba da Achadinha': '07h31*', 'Achada': '07h41*', 'Algarvia': '07h48*', 'Santo António Nordestinho': '07h54*', 'São Pedro Nordestinho': '07h58*', 'Lomba da Fazenda': '08h03*', 'Lomba da Cruz': '08h07*', 'Vila do Nordeste': '08h14*', 'Lomba da Pedreira': '08h23*', 'Faial da Terra': '08h51*', 'Lomba do Alcaide': '09h10*', 'Povoação': '09h25*'};WEEKDAY;{'pt': '*Só Terças e Quintas', 'en': '*Only Tuesday and Thursday', 'es': '*Solo martes y jueves', 'fr': '*Uniquement le mardi et le jeudi', 'de': '*Nur Dienstag und Donnerstag'}
115-16h00*;115;{'Salga': '16h00*', 'Lomba da Achadinha': '16h11*', 'Achada': '16h30*', 'Algarvia': '17h02*', 'Santo António Nordestinho': '17h11*', 'São Pedro Nordestinho': '17h18*', 'Lomba da Fazenda': '17h22*', 'Lomba da Cruz': '17h27*', 'Vila do Nordeste': '17h31*', 'Lomba da Pedreira': '17h37*', 'Faial da Terra': '17h44*', 'Lomba do Alcaide': '17h54*', 'Povoação': '18h00*'};WEEKDAY;{'pt': '*Só Terças e Quintas', 'en': '*Only Tuesday and Thursday', 'es': '*Solo martes y jueves', 'fr': '*Uniquement le mardi et le jeudi', 'de': '*Nur Dienstag und Donnerstag'}
110-07h15;110;{'Ponta Delgada': '07h15', 'Moviarte': '07h22', 'Caldeirão': '07h30', 'Ribeira Seca': '07h43', 'Ribeira Grande': '07h45', 'Ribeirinha': '07h50', 'Porto Formoso': '08h09', 'São Brás': '08h11', 'Maia - Largo S.António': '08h16', 'Furnas - Águas Quentes': '08h50'};WEEKDAY;None
110-15h15;110;{'Ponta Delgada': '15h15', 'Moviarte': '15h22', 'Caldeirão': '15h30', 'Ribeira Seca': '15h43', 'Ribeira Grande': '15h45', 'Ribeirinha': '15h50', 'Porto Formoso': '16h09', 'São Brás': '16h11', 'Maia - Largo S.António': '16h16', 'Furnas - Águas Quentes': '16h50'};WEEKDAY;None
110-09h10;110;{'Furnas - Águas Quentes': '09h10', 'Furnas - Caldeiras': '09h13', 'Maia - Largo S.António': '09h38', 'São Brás': '09h43', 'Ribeirinha': '10h15', 'Ribeira Grande': '10h17', 'Ribeira Seca': '10h17', 'Caldeirão': '10h31', 'Moviarte': '10h38', 'Ponta Delgada': '10h50'};WEEKDAY;None
110-17h10;110;{'Furnas - Águas Quentes': '17h10', 'Furnas - Caldeiras': '17h13', 'Maia - Largo S.António': '17h38', 'São Brás': '17h43', 'Ribeirinha': '18h15', 'Ribeira Grande': '18h17', 'Ribeira Seca': '18h17', 'Caldeirão': '18h31', 'Moviarte': '18h38', 'Ponta Delgada': '18h50'};WEEKDAY;None
110-07h15;110;{'Ponta Delgada': '07h15', 'Moviarte': '07h22', 'Caldeirão': '07h30', 'Ribeira Seca': '07h43', 'Ribeira Grande': '07h45', 'Ribeirinha': '07h50', 'Porto Formoso': '08h09', 'São Brás': '08h11', 'Maia - Largo S.António': '08h16', 'Furnas - Águas Quentes': '08h50'};SATURDAY;None
110-15h15;110;{'Ponta Delgada': '15h15', 'Moviarte': '15h22', 'Caldeirão': '15h30', 'Ribeira Seca': '15h43', 'Ribeira Grande': '15h45', 'Ribeirinha': '15h50', 'Porto Formoso': '16h09', 'São Brás': '16h11', 'Maia - Largo S.António': '16h16', 'Furnas - Águas Quentes': '16h50'};SATURDAY;None
110-07h15;110;{'Ponta Delgada': '07h15', 'Moviarte': '07h22', 'Caldeirão': '07h30', 'Ribeira Seca': '07h43', 'Ribeira Grande': '07h45', 'Ribeirinha': '07h50', 'Porto Formoso': '08h09', 'São Brás': '08h11', 'Maia - Largo S.António': '08h16', 'Furnas - Águas Quentes': '08h50'};SUNDAY;None
110-15h15;110;{'Ponta Delgada': '15h15', 'Moviarte': '15h22', 'Caldeirão': '15h30', 'Ribeira Seca': '15h43', 'Ribeira Grande': '15h45', 'Ribeirinha': '15h50', 'Porto Formoso': '16h09', 'São Brás': '16h11', 'Maia - Largo S.António': '16h16', 'Furnas - Águas Quentes': '16h50'};SUNDAY;None
111-09h10;111;{'Furnas - Águas Quentes': '09h10', 'Furnas - Caldeiras': '09h13', 'Maia - Largo S.António': '09h38', 'São Brás': '09h43', 'Porto Formoso': '09h46', 'Ribeirinha': '10h04', 'Ribeira Grande': '10h13', 'Ribeira Seca': '10h16', 'Rabo de Peixe': '10h24', 'Calhetas': '10h28', 'Pico da Pedra': '10h34', 'Caldeirão': '10h39', 'Moviarte': '10h47', 'Ponta Delgada': '11h00'};SATURDAY;None
111-17h10;111;{'Furnas - Águas Quentes': '17h10', 'Furnas - Caldeiras': '17h13', 'Maia - Largo S.António': '17h38', 'São Brás': '17h43', 'Porto Formoso': '17h46', 'Ribeirinha': '18h04', 'Ribeira Grande': '18h13', 'Ribeira Seca': '18h16', 'Rabo de Peixe': '18h24', 'Calhetas': '18h28', 'Pico da Pedra': '18h34', 'Caldeirão': '18h39', 'Moviarte': '18h47', 'Ponta Delgada': '19h00'};SATURDAY;None
111-09h10;111;{'Furnas - Águas Quentes': '09h10', 'Furnas - Caldeiras': '09h13', 'Maia - Largo S.António': '09h38', 'São Brás': '09h43', 'Porto Formoso': '09h46', 'Ribeirinha': '10h04', 'Ribeira Grande': '10h13', 'Ribeira Seca': '10h16', 'Rabo de Peixe': '10h24', 'Calhetas': '10h28', 'Pico da Pedra': '10h34', 'Caldeirão': '10h39', 'Moviarte': '10h47', 'Ponta Delgada': '11h00'};SUNDAY;None
111-17h10;111;{'Furnas - Águas Quentes': '17h10', 'Furnas - Caldeiras': '17h13', 'Maia - Largo S.António': '17h38', 'São Brás': '17h43', 'Porto Formoso': '17h46', 'Ribeirinha': '18h04', 'Ribeira Grande': '18h13', 'Ribeira Seca': '18h16', 'Rabo de Peixe': '18h24', 'Calhetas': '18h28', 'Pico da Pedra': '18h34', 'Caldeirão': '18h39', 'Moviarte': '18h47', 'Ponta Delgada': '19h00'};SUNDAY;None
109-07h50;109;{'Ribeira Grande': '07h50', 'Ribeirinha': '08h00'};WEEKDAY;None
109-09h45;109;{'Ribeira Grande': '09h45', 'Ribeirinha': '09h55'};WEEKDAY;None
109-11h50;109;{'Ribeira Grande': '11h50', 'Ribeirinha': '12h00'};WEEKDAY;None
109-12h55;109;{'Ribeira Grande': '12h55', 'Ribeirinha': '13h05'};WEEKDAY;None
109-13h10;109;{'Ribeira Grande': '13h10', 'Ribeirinha': '13h20'};WEEKDAY;None
109-13h55;109;{'Ribeira Grande': '13h55', 'Ribeirinha': '14h05'};WEEKDAY;None
109-14h55;109;{'Ribeira Grande': '14h55', 'Ribeirinha': '15h05'};WEEKDAY;None
109-15h55;109;{'Ribeira Grande': '15h55', 'Ribeirinha': '16h05'};WEEKDAY;None
109-16h55;109;{'Ribeira Grande': '16h55', 'Ribeirinha': '17h05'};WEEKDAY;None
109-08h30;109;{'Ribeirinha': '08h30', 'Ribeira Grande': '08h40'};WEEKDAY;None
109-10h00;109;{'Ribeirinha': '10h00', 'Ribeira Grande': '10h10'};WEEKDAY;None
109-13h20;109;{'Ribeirinha': '13h20', 'Ribeira Grande': '13h30'};WEEKDAY;None
109-14h05;109;{'Ribeirinha': '14h05', 'Ribeira Grande': '14h15'};WEEKDAY;None
109-15h05;109;{'Ribeirinha': '15h05', 'Ribeira Grande': '15h15'};WEEKDAY;None
109-16h05;109;{'Ribeirinha': '16h05', 'Ribeira Grande': '16h15'};WEEKDAY;None
109-17h05;109;{'Ribeirinha': '17h05', 'Ribeira Grande': '17h15'};WEEKDAY;None
109-18h05;109;{'Ribeirinha': '18h05', 'Ribeira Grande': '18h15'};WEEKDAY;None
109-19h05;109;{'Ribeirinha': '19h05', 'Ribeira Grande': '19h15'};WEEKDAY;None
109-12h00;109;{'Ribeira Grande': '12h00', 'Ribeirinha': '12h07', 'Gramas': '12h15'};SATURDAY;None
109-11h05;109;{'Gramas': '11h05', 'Ribeirinha': '11h13', 'Ribeira Grande': '11h20'};SATURDAY;None
109-18h35;109;{'Gramas': '18h35', 'Ribeirinha': '18h43', 'Ribeira Grande': '18h50'};SATURDAY;None
109-20h00;109;{'Gramas': '20h00', 'Ribeirinha': '20h08', 'Ribeira Grande': '20h15'};SATURDAY;None
109-12h00;109;{'Ribeira Grande': '12h00', 'Ribeirinha': '12h07', 'Gramas': '12h15'};SUNDAY;None
109-09h35;109;{'Gramas': '09h35', 'Ribeirinha': '09h43', 'Ribeira Grande': '09h50'};SUNDAY;None
109-17h35;109;{'Gramas': '17h35', 'Ribeirinha': '17h43', 'Ribeira Grande': '17h50'};SUNDAY;None
109-19h30;109;{'Gramas': '19h30', 'Ribeirinha': '19h38', 'Ribeira Grande': '19h45'};SUNDAY;None
114-09h15;114;{'Ribeira Grande': '09h15', 'Ribeira Seca': '09h21', 'Santa Bárbara - Ribeira Grande': '09h30'};WEEKDAY;None
114-14h15;114;{'Ribeira Grande': '14h15', 'Ribeira Seca': '14h21', 'Santa Bárbara - Ribeira Grande': '14h30'};WEEKDAY;None
114-18h30;114;{'Ribeira Grande': '18h30', 'Ribeira Seca': '18h36', 'Santa Bárbara - Ribeira Grande': '18h45'};WEEKDAY;None
114-07h30;114;{'Santa Bárbara - Ribeira Grande': '07h30', 'Ribeira Seca': '07h36', 'Ribeira Grande': '07h45'};WEEKDAY;None
114-09h30;114;{'Santa Bárbara - Ribeira Grande': '09h30', 'Ribeira Seca': '09h36', 'Ribeira Grande': '09h45'};WEEKDAY;None
114-12h55;114;{'Santa Bárbara - Ribeira Grande': '12h55', 'Ribeira Seca': '13h03', 'Ribeira Grande': '13h10'};WEEKDAY;None
114-14h30;114;{'Santa Bárbara - Ribeira Grande': '14h30', 'Ribeira Seca': '14h36', 'Ribeira Grande': '14h45'};WEEKDAY;None
114-18h50;114;{'Santa Bárbara - Ribeira Grande': '18h50', 'Ribeira Seca': '18h58', 'Ribeira Grande': '19h05'};WEEKDAY;None
114-09h15;114;{'Ribeira Grande': '09h15', 'Ribeira Seca': '09h21', 'Santa Bárbara - Ribeira Grande': '09h30'};SATURDAY;None
114-12h10;114;{'Ribeira Grande': '12h10', 'Ribeira Seca': '12h16', 'Santa Bárbara - Ribeira Grande': '12h25'};SATURDAY;None
114-14h15;114;{'Ribeira Grande': '14h15', 'Ribeira Seca': '14h21', 'Santa Bárbara - Ribeira Grande': '14h30'};SATURDAY;None
114-18h45;114;{'Ribeira Grande': '18h45', 'Ribeira Seca': '18h51', 'Santa Bárbara - Ribeira Grande': '19h00'};SATURDAY;None
114-07h30;114;{'Santa Bárbara - Ribeira Grande': '07h30', 'Ribeira Seca': '07h36', 'Ribeira Grande': '07h45'};SATURDAY;None
114-09h30;114;{'Santa Bárbara - Ribeira Grande': '09h30', 'Ribeira Seca': '09h36', 'Ribeira Grande': '09h45'};SATURDAY;None
114-14h30;114;{'Santa Bárbara - Ribeira Grande': '14h30', 'Ribeira Seca': '14h36', 'Ribeira Grande': '14h45'};SATURDAY;None
114-07h50;114;{'Ribeira Grande': '07h50', 'Ribeira Seca': '07h56', 'Santa Bárbara - Ribeira Grande': '08h05'};SUNDAY;None
114-09h15;114;{'Ribeira Grande': '09h15', 'Ribeira Seca': '09h21', 'Santa Bárbara - Ribeira Grande': '09h30'};SUNDAY;None
114-13h50;114;{'Ribeira Grande': '13h50', 'Ribeira Seca': '13h56', 'Santa Bárbara - Ribeira Grande': '14h05'};SUNDAY;None
114-18h45;114;{'Ribeira Grande': '18h45', 'Ribeira Seca': '18h51', 'Santa Bárbara - Ribeira Grande': '19h00'};SUNDAY;None
114-07h30;114;{'Santa Bárbara - Ribeira Grande': '07h30', 'Ribeira Seca': '07h36', 'Ribeira Grande': '07h45'};SUNDAY;None
114-09h30;114;{'Santa Bárbara - Ribeira Grande': '09h30', 'Ribeira Seca': '09h36', 'Ribeira Grande': '09h45'};SUNDAY;None
114-14h05;114;{'Santa Bárbara - Ribeira Grande': '14h05', 'Ribeira Seca': '14h11', 'Ribeira Grande': '14h20'};SUNDAY;None
