id; stop; times; type_of_day; information
212-07h45;212;{'Ponta Delgada': '07h45', 'Fajã de Cima': '08h01', 'São Vicente - Igreja': '08h14', 'Capelas - Navio': '08h20', 'Capelas - Rossio': '08h21', 'Grota do Morro': '08h25'};WEEKDAY;{'pt': "Passagem em 'Capelas - Rossio' junto à escola", 'en': "Bus Stop in 'Capelas - Rossio' near the School", 'es': "Parada de autobús en 'Capelas - Rossio' cerca de la escuela", 'fr': "Arrêt de bus à 'Capelas - Rossio' près de l'école", 'de': "Bushaltestelle in 'Capelas - Rossio' in der Nähe der Schule"}
212-10h15;212;{'Ponta Delgada': '10h15', 'Fajã de Cima': '10h31', 'São Vicente - Igreja': '10h44', 'Capelas - Navio': '10h50', 'Capelas - Rossio': '10h51', 'Grota do Morro': '10h55', 'Santo António - Moagem': '11h01'};WEEKDAY;{'pt': "Passagem em 'Capelas - Rossio' junto à escola", 'en': "Bus Stop in 'Capelas - Rossio' near the School", 'es': "Parada de autobús en 'Capelas - Rossio' cerca de la escuela", 'fr': "Arrêt de bus à 'Capelas - Rossio' près de l'école", 'de': "Bushaltestelle in 'Capelas - Rossio' in der Nähe der Schule"}
212-15h30;212;{'Ponta Delgada': '15h30', 'Fajã de Cima': '15h46', 'São Vicente - Igreja': '15h59', 'Capelas - Navio': '16h05', 'Capelas - Rossio': '16h06', 'Grota do Morro': '16h10'};WEEKDAY;{'pt': "Passagem em 'Capelas - Rossio' junto à escola", 'en': "Bus Stop in 'Capelas - Rossio' near the School", 'es': "Parada de autobús en 'Capelas - Rossio' cerca de la escuela", 'fr': "Arrêt de bus à 'Capelas - Rossio' près de l'école", 'de': "Bushaltestelle in 'Capelas - Rossio' in der Nähe der Schule"}
212-18h00;212;{'Ponta Delgada': '18h00', 'Fajã de Cima': '18h16', 'São Vicente - Igreja': '18h29', 'Capelas - Navio': '18h35', 'Capelas - Rossio': '18h36', 'Grota do Morro': '18h10'};WEEKDAY;{'pt': "Passagem em 'Capelas - Rossio' junto à escola", 'en': "Bus Stop in 'Capelas - Rossio' near the School", 'es': "Parada de autobús en 'Capelas - Rossio' cerca de la escuela", 'fr': "Arrêt de bus à 'Capelas - Rossio' près de l'école", 'de': "Bushaltestelle in 'Capelas - Rossio' in der Nähe der Schule"}
212-19h05;212;{'Ponta Delgada': '19h05', 'Fajã de Cima': '19h21', 'São Vicente - Igreja': '19h34', 'Capelas - Navio': '19h40', 'Capelas - Rossio': '19h41', 'Grota do Morro': '19h45'};WEEKDAY;{'pt': "Passagem em 'Capelas - Rossio' junto à escola", 'en': "Bus Stop in 'Capelas - Rossio' near the School", 'es': "Parada de autobús en 'Capelas - Rossio' cerca de la escuela", 'fr': "Arrêt de bus à 'Capelas - Rossio' près de l'école", 'de': "Bushaltestelle in 'Capelas - Rossio' in der Nähe der Schule"}
211-08h10;211;{'Fenais da Luz - Bairro': '08h10', 'Fenais da Luz - Igreja': '08h11', 'São Vicente - Igreja': '08h14', 'São Vicente - Atafona': '08h16', 'Fajã de Cima': '08h27', 'Ponta Delgada': '08h45'};WEEKDAY;None
211-09h40;211;{'Fenais da Luz - Bairro': '09h40', 'Fenais da Luz - Igreja': '09h41', 'São Vicente - Igreja': '09h44', 'São Vicente - Atafona': '09h46', 'Fajã de Cima': '09h57', 'Ponta Delgada - Hospital': '10h05', 'Ponta Delgada': '10h15'};WEEKDAY;None
211-15h55;211;{'Fenais da Luz - Bairro': '15h55', 'Fenais da Luz - Igreja': '15h56', 'São Vicente - Igreja': '15h59', 'São Vicente - Atafona': '16h01', 'Fajã de Cima': '16h12', 'Ponta Delgada': '16h30'};WEEKDAY;None
211-07h30;211;{'Ponta Delgada': '07h30', 'Fajã de Cima': '07h48', 'São Vicente - Atafona': '07h59', 'São Vicente - Igreja': '08h01', 'Fenais da Luz - Bairro': '08h05'};WEEKDAY;None
211-12h00;211;{'Ponta Delgada': '12h00', 'Fajã de Cima': '12h18', 'São Vicente - Atafona': '12h29', 'São Vicente - Igreja': '12h31', 'Fenais da Luz - Bairro': '12h35'};WEEKDAY;None
211-13h45;211;{'Ponta Delgada': '13h45', 'Fajã de Cima': '14h03', 'São Vicente - Atafona': '14h14', 'São Vicente - Igreja': '14h16', 'Fenais da Luz - Bairro': '14h20'};WEEKDAY;None
211-17h00;211;{'Ponta Delgada': '17h00', 'Fajã de Cima': '17h18', 'São Vicente - Atafona': '17h29', 'São Vicente - Igreja': '17h31', 'Fenais da Luz - Bairro': '17h35'};WEEKDAY;None
210-06h50;210;{'Fenais da Luz - Bairro': '06h50', 'Fenais da Luz - Igreja': '06h51', 'Farropo': '06h55', 'Batalha': '07h00', 'Fajã de Cima': '07h07', 'Ponta Delgada': '07h25'};WEEKDAY;None
210-07h30;210;{'Fenais da Luz - Bairro': '07h30', 'Fenais da Luz - Igreja': '07h31', 'Farropo': '07h35', 'Batalha': '07h40', 'Fajã de Cima': '07h47', 'Ponta Delgada - Hospital': '07h56', 'Ponta Delgada': '08h10'};WEEKDAY;None
210-12h45;210;{'Fenais da Luz - Bairro': '12h45', 'Fenais da Luz - Igreja': '12h46', 'Farropo': '12h50', 'Batalha': '12h55', 'Fajã de Cima': '13h02', 'Ponta Delgada - Hospital': '13h11', 'Ponta Delgada': '13h25'};WEEKDAY;None
210-14h25;210;{'Fenais da Luz - Bairro': '14h25', 'Fenais da Luz - Igreja': '14h26', 'Farropo': '14h30', 'Batalha': '14h35', 'Fajã de Cima': '14h42', 'Ponta Delgada': '15h00'};WEEKDAY;None
210-17h45;210;{'Fenais da Luz - Bairro': '17h45', 'Fenais da Luz - Igreja': '17h46', 'Farropo': '17h50', 'Batalha': '17h55', 'Fajã de Cima': '18h02', 'Ponta Delgada': '18h20'};WEEKDAY;None
210-08h45;210;{'Ponta Delgada': '08h45', 'Fajã de Cima': '08h48', 'Batalha': '09h10', 'Farropo': '09h15', 'Fenais da Luz - Bairro': '09h20'};WEEKDAY;None
210-15h15;210;{'Ponta Delgada': '15h15', 'Fajã de Cima': '15h33', 'Batalha': '15h40', 'Farropo': '15h45', 'Fenais da Luz - Bairro': '15h50'};WEEKDAY;None
210-17h45;210;{'Ponta Delgada': '17h45', 'Ponta Delgada - Hospital': '17h57', 'Fajã de Cima': '18h06', 'Batalha': '18h13', 'Farropo': '18h18', 'Fenais da Luz - Bairro': '18h23'};WEEKDAY;None
210-18h50;210;{'Ponta Delgada': '18h50', 'Fajã de Cima': '19h08', 'Batalha': '19h15', 'Farropo': '19h20', 'Fenais da Luz - Bairro': '19h25'};WEEKDAY;None
216-08h15;216;{'Capelas - Rossio': '08h15', 'Capelas - Navio': '08h16', 'Fenais da Luz - Bairro': '08h26', 'Calhetas': '08h50'};WEEKDAY;{'pt': "Passagem em 'Capelas - Rossio' junto à escola", 'en': "Bus Stop in 'Capelas - Rossio' near the School", 'es': "Parada de autobús en 'Capelas - Rossio' cerca de la escuela", 'fr': "Arrêt de bus à 'Capelas - Rossio' près de l'école", 'de': "Bushaltestelle in 'Capelas - Rossio' in der Nähe der Schule"}
216-11h30;216;{'Capelas - Rossio': '11h30', 'Capelas - Navio': '11h31', 'Fenais da Luz - Bairro': '11h41', 'Calhetas': '12h05'};WEEKDAY;{'pt': "Passagem em 'Capelas - Rossio' junto à escola", 'en': "Bus Stop in 'Capelas - Rossio' near the School", 'es': "Parada de autobús en 'Capelas - Rossio' cerca de la escuela", 'fr': "Arrêt de bus à 'Capelas - Rossio' près de l'école", 'de': "Bushaltestelle in 'Capelas - Rossio' in der Nähe der Schule"}
216-17h15;216;{'Capelas - Rossio': '17h15', 'Capelas - Navio': '17h16', 'Fenais da Luz - Bairro': '17h26', 'Calhetas': '17h50'};WEEKDAY;{'pt': "Passagem em 'Capelas - Rossio' junto à escola", 'en': "Bus Stop in 'Capelas - Rossio' near the School", 'es': "Parada de autobús en 'Capelas - Rossio' cerca de la escuela", 'fr': "Arrêt de bus à 'Capelas - Rossio' près de l'école", 'de': "Bushaltestelle in 'Capelas - Rossio' in der Nähe der Schule"}
216-08h35;216;{'Calhetas': '08h35', 'Fenais da Luz - Bairro': '08h39', 'Capelas - Navio': '08h49', 'Capelas - Rossio': '08h50'};WEEKDAY;{'pt': "Passagem em 'Capelas - Rossio' junto à escola", 'en': "Bus Stop in 'Capelas - Rossio' near the School", 'es': "Parada de autobús en 'Capelas - Rossio' cerca de la escuela", 'fr': "Arrêt de bus à 'Capelas - Rossio' près de l'école", 'de': "Bushaltestelle in 'Capelas - Rossio' in der Nähe der Schule"}
216-11h50;216;{'Calhetas': '11h50', 'Fenais da Luz - Bairro': '11h54', 'Capelas - Navio': '12h04', 'Capelas - Rossio': '12h05'};WEEKDAY;{'pt': "Passagem em 'Capelas - Rossio' junto à escola", 'en': "Bus Stop in 'Capelas - Rossio' near the School", 'es': "Parada de autobús en 'Capelas - Rossio' cerca de la escuela", 'fr': "Arrêt de bus à 'Capelas - Rossio' près de l'école", 'de': "Bushaltestelle in 'Capelas - Rossio' in der Nähe der Schule"}
216-17h35;216;{'Calhetas': '17h35', 'Fenais da Luz - Bairro': '17h39', 'Capelas - Navio': '17h49', 'Capelas - Rossio': '17h50'};WEEKDAY;{'pt': "Passagem em 'Capelas - Rossio' junto à escola", 'en': "Bus Stop in 'Capelas - Rossio' near the School", 'es': "Parada de autobús en 'Capelas - Rossio' cerca de la escuela", 'fr': "Arrêt de bus à 'Capelas - Rossio' près de l'école", 'de': "Bushaltestelle in 'Capelas - Rossio' in der Nähe der Schule"}
215-21h50;215;{'Ponta Delgada': '21h50', 'Ponta Delgada - Hospital': '22h05', 'Fajã de Cima': '22h14', 'Farropo': '22h26', 'Fenais da Luz - Igreja': '22h30', 'São Vicente - Igreja': '22h37', 'São Vicente - Atafona': '22h40', 'Capelas - Navio': '22h43', 'Capelas - Rossio': '22h45', 'Santo António - Igreja': '22h51', 'Ramal Cruz': '22h55'};WEEKDAY;{'pt': 'Saída no Forte de São Brás', 'en': 'This service starts at Forte de São Brás', 'es': 'Este servicio comienza en Forte de São Brás', 'fr': 'Ce service commence à Forte de São Brás', 'de': 'Dieser Service beginnt bei Forte de São Brás'}
215-00h00;215;{'Ponta Delgada': '00h00', 'Ponta Delgada - Hospital': '00h15', 'Fajã de Cima': '00h24', 'Farropo': '00h36', 'Fenais da Luz - Igreja': '00h40', 'São Vicente - Igreja': '00h47', 'São Vicente - Atafona': '00h50', 'Capelas - Navio': '00h53', 'Capelas - Rossio': '00h55', 'Santo António - Igreja': '01h01', 'Ramal Cruz': '01h05'};WEEKDAY;{'pt': 'Saída no Forte de São Brás', 'en': 'This service starts at Forte de São Brás', 'es': 'Este servicio comienza en Forte de São Brás', 'fr': 'Ce service commence à Forte de São Brás', 'de': 'Dieser Service beginnt bei Forte de São Brás'}
215-21h50;215;{'Ponta Delgada': '21h50', 'Ponta Delgada - Hospital': '22h05', 'Fajã de Cima': '22h14', 'Farropo': '22h26', 'Fenais da Luz - Igreja': '22h30', 'São Vicente - Igreja': '22h37', 'São Vicente - Atafona': '22h40', 'Capelas - Navio': '22h43', 'Capelas - Rossio': '22h45', 'Santo António - Igreja': '22h51', 'Ramal Cruz': '22h55'};SATURDAY;{'pt': 'Saída no Forte de São Brás', 'en': 'This service starts at Forte de São Brás', 'es': 'Este servicio comienza en Forte de São Brás', 'fr': 'Ce service commence à Forte de São Brás', 'de': 'Dieser Service beginnt bei Forte de São Brás'}
215-00h00;215;{'Ponta Delgada': '00h00', 'Ponta Delgada - Hospital': '00h15', 'Fajã de Cima': '00h24', 'Farropo': '00h36', 'Fenais da Luz - Igreja': '00h40', 'São Vicente - Igreja': '00h47', 'São Vicente - Atafona': '00h50', 'Capelas - Navio': '00h53', 'Capelas - Rossio': '00h55', 'Santo António - Igreja': '01h01', 'Ramal Cruz': '01h05'};SATURDAY;{'pt': 'Saída no Forte de São Brás', 'en': 'This service starts at Forte de São Brás', 'es': 'Este servicio comienza en Forte de São Brás', 'fr': 'Ce service commence à Forte de São Brás', 'de': 'Dieser Service beginnt bei Forte de São Brás'}
215-21h50;215;{'Ponta Delgada': '21h50', 'Ponta Delgada - Hospital': '22h05', 'Fajã de Cima': '22h14', 'Farropo': '22h26', 'Fenais da Luz - Igreja': '22h30', 'São Vicente - Igreja': '22h37', 'São Vicente - Atafona': '22h40', 'Capelas - Navio': '22h43', 'Capelas - Rossio': '22h45', 'Santo António - Igreja': '22h51', 'Ramal Cruz': '22h55'};SUNDAY;None
215-00h00;215;{'Ponta Delgada': '00h00', 'Ponta Delgada - Hospital': '00h15', 'Fajã de Cima': '00h24', 'Farropo': '00h36', 'Fenais da Luz - Igreja': '00h40', 'São Vicente - Igreja': '00h47', 'São Vicente - Atafona': '00h50', 'Capelas - Navio': '00h53', 'Capelas - Rossio': '00h55', 'Santo António - Igreja': '01h01', 'Ramal Cruz': '01h05'};SUNDAY;None
215-22h50;215;{'Ramal Cruz': '22h50', 'Santo António - Igreja': '22h54', 'Capelas - Rossio': '22h55', 'Capelas - Navio': '22h57', 'São Vicente - Atafona': '22h59', 'São Vicente - Igreja': '23h01', 'Fenais da Luz - Igreja': '23h08', 'Fajã de Cima': '23h24', 'Ponta Delgada - Hospital': '23h33', 'Ponta Delgada': '23h50'};WEEKDAY;None
215-22h50;215;{'Ramal Cruz': '22h50', 'Santo António - Igreja': '22h54', 'Capelas - Rossio': '22h55', 'Capelas - Navio': '22h57', 'São Vicente - Atafona': '22h59', 'São Vicente - Igreja': '23h01', 'Fenais da Luz - Igreja': '23h08', 'Fajã de Cima': '23h24', 'Ponta Delgada - Hospital': '23h33', 'Ponta Delgada': '23h50'};SATURDAY;None
215-22h50;215;{'Ramal Cruz': '22h50', 'Santo António - Igreja': '22h54', 'Capelas - Rossio': '22h55', 'Capelas - Navio': '22h57', 'São Vicente - Atafona': '22h59', 'São Vicente - Igreja': '23h01', 'Fenais da Luz - Igreja': '23h08', 'Fajã de Cima': '23h24', 'Ponta Delgada - Hospital': '23h33', 'Ponta Delgada': '23h50'};SUNDAY;None
205-07h00;205;{'Sete Cidades - Ponte': '07h00', 'Sete Cidades - Igreja': '07h05', 'Varzea': '07h15', 'Ginetes - Igreja': '07h20', 'Candelária - Socorro': '07h25', 'Candelária - Centro': '07h33', 'Feteiras - Biscoito': '07h35', 'Feteiras - Igreja': '07h38', 'Relva - Canto da Pia': '07h53', 'Ponta Delgada - Ramalho': '07h56', 'Ponta Delgada': '08h05'};WEEKDAY;None
205-09h30;205;{'Sete Cidades - Ponte': '09h30', 'Sete Cidades - Igreja': '09h35', 'Varzea': '09h45', 'Ginetes - Igreja': '09h50', 'Candelária - Socorro': '09h55', 'Candelária - Centro': '10h03', 'Feteiras - Biscoito': '10h05', 'Feteiras - Igreja': '10h08', 'Relva - Canto da Pia': '10h23', 'Ponta Delgada - Ramalho': '10h26', 'Ponta Delgada': '10h35'};WEEKDAY;None
205-12h00d;205;{'Sete Cidades - Ponte': '12h00d', 'Sete Cidades - Igreja': '12h05d', 'Mosteiros - Ramal': '12h15d'};WEEKDAY;None
205-08h25;205;{'Ponta Delgada': '08h25', 'Av Principe Mónaco': '08h30', 'Ponta Delgada - Ramalho': '08h32', 'Relva - Canto da Pia': '08h37', 'Feteiras - Igreja': '08h52', 'Feteiras - Biscoito': '08h55', 'Candelária - Centro': '09h00', 'Candelária - Socorro': '09h05', 'Ginetes - Igreja': '09h10', 'Varzea': '09h15', 'Sete Cidades - Igreja': '09h25', 'Sete Cidades - Ponte': '09h30'};WEEKDAY;None
205-07h00;205;{'Sete Cidades - Ponte': '07h00', 'Sete Cidades - Igreja': '07h05', 'Lomba do Vasco': '07h10', 'Varzea': '07h15'};SATURDAY;None
206-07h50;206;{'Ponta Delgada': '07h50', 'Av Principe Mónaco': '07h55', 'Ponta Delgada - Ramalho': '07h57', 'Relva - Canto da Pia': '08h02', 'Feteiras - Igreja': '08h17', 'Feteiras - Biscoito': '08h20', 'Candelária - Centro': '08h25', 'Candelária - Socorro': '08h30', 'Ginetes - Igreja': '08h35', 'Varzea': '08h40', 'Mosteiros - Ramal': '08h45', 'Mosteiros - Igreja': '08h50', 'Mosteiros - Banda de Além': '08h55'};WEEKDAY;None
206-10h40;206;{'Ponta Delgada': '10h40', 'Av Principe Mónaco': '10h45', 'Ponta Delgada - Ramalho': '10h47', 'Relva - Canto da Pia': '10h52', 'Feteiras - Igreja': '11h07', 'Feteiras - Biscoito': '11h10', 'Candelária - Centro': '11h15', 'Candelária - Socorro': '11h20', 'Ginetes - Igreja': '11h25', 'Varzea': '11h30', 'Mosteiros - Ramal': '11h35', 'Mosteiros - Igreja': '11h40', 'Mosteiros - Banda de Além': '11h45'};WEEKDAY;None
206-12h45;206;{'Ponta Delgada': '12h45', 'Av Principe Mónaco': '12h50', 'Ponta Delgada - Ramalho': '12h52', 'Relva - Canto da Pia': '12h57', 'Feteiras - Igreja': '13h12', 'Feteiras - Biscoito': '13h15', 'Candelária - Centro': '13h20', 'Candelária - Socorro': '13h25', 'Ginetes - Igreja': '13h30', 'Varzea': '13h35', 'Mosteiros - Ramal': '13h40', 'Mosteiros - Igreja': '13h45', 'Mosteiros - Banda de Além': '13h50'};WEEKDAY;None
206-15h00;206;{'Ponta Delgada': '15h00', 'Ponta Delgada - Hospital': '14h45', 'Av Principe Mónaco': '15h05', 'Ponta Delgada - Ramalho': '15h07', 'Relva - Canto da Pia': '15h12', 'Feteiras - Igreja': '15h27', 'Feteiras - Biscoito': '15h30', 'Candelária - Centro': '15h35', 'Candelária - Socorro': '15h40', 'Ginetes - Igreja': '15h45', 'Varzea': '15h50', 'Mosteiros - Ramal': '15h55', 'Mosteiros - Igreja': '16h00', 'Mosteiros - Banda de Além': '16h05'};WEEKDAY;None
206-16h30;206;{'Ponta Delgada': '16h30', 'Av Principe Mónaco': '16h35', 'Ponta Delgada - Ramalho': '16h37', 'Relva - Canto da Pia': '16h42', 'Feteiras - Igreja': '16h57', 'Feteiras - Biscoito': '17h00', 'Candelária - Centro': '17h05', 'Candelária - Socorro': '17h10', 'Ginetes - Igreja': '17h15', 'Varzea': '17h20', 'Mosteiros - Ramal': '17h25', 'Mosteiros - Igreja': '17h30', 'Mosteiros - Banda de Além': '17h35'};WEEKDAY;None
206-17h30;206;{'Ponta Delgada': '17h30', 'Av Principe Mónaco': '17h35', 'Ponta Delgada - Ramalho': '17h37', 'Relva - Canto da Pia': '17h42', 'Feteiras - Igreja': '17h57', 'Feteiras - Biscoito': '18h00', 'Candelária - Centro': '18h05', 'Candelária - Socorro': '18h10', 'Ginetes - Igreja': '18h15', 'Varzea': '18h20', 'Mosteiros - Ramal': '18h25', 'Mosteiros - Igreja': '18h30', 'Mosteiros - Banda de Além': '18h35'};WEEKDAY;None
206-18h50;206;{'Ponta Delgada': '18h50', 'Av Principe Mónaco': '18h55', 'Ponta Delgada - Ramalho': '18h57', 'Relva - Canto da Pia': '19h02', 'Feteiras - Igreja': '19h17', 'Feteiras - Biscoito': '19h20', 'Candelária - Centro': '19h25', 'Candelária - Socorro': '19h30', 'Ginetes - Igreja': '19h35', 'Varzea': '19h40', 'Mosteiros - Ramal': '19h45', 'Mosteiros - Igreja': '19h50', 'Mosteiros - Banda de Além': '19h55'};WEEKDAY;None
206-06h15;206;{'Mosteiros - Banda de Além': '06h15', 'Mosteiros - Igreja': '06h20', 'Mosteiros - Ramal': '06h25', 'Varzea': '06h30', 'Ginetes - Igreja': '06h35', 'Candelária - Socorro': '06h40', 'Candelária - Centro': '06h48', 'Feteiras - Biscoito': '06h50', 'Feteiras - Igreja': '06h53', 'Relva - Canto da Pia': '07h08', 'Ponta Delgada - Ramalho': '07h11', 'Ponta Delgada - Hospital': '07h30', 'Ponta Delgada': '07h20'};WEEKDAY;None
206-07h05;206;{'Mosteiros - Banda de Além': '07h05', 'Mosteiros - Igreja': '07h10', 'Mosteiros - Ramal': '07h15', 'Varzea': '07h20', 'Ginetes - Igreja': '07h25', 'Candelária - Socorro': '07h30', 'Candelária - Centro': '07h38', 'Feteiras - Biscoito': '07h40', 'Feteiras - Igreja': '07h43', 'Relva - Canto da Pia': '07h58', 'Ponta Delgada - Ramalho': '08h01', 'Ponta Delgada - Hospital': '08h20', 'Ponta Delgada': '08h10'};WEEKDAY;None
206-09h05;206;{'Mosteiros - Banda de Além': '09h05', 'Mosteiros - Igreja': '09h10', 'Mosteiros - Ramal': '09h15', 'Varzea': '09h20', 'Ginetes - Igreja': '09h25', 'Candelária - Socorro': '09h30', 'Candelária - Centro': '09h38', 'Feteiras - Biscoito': '09h40', 'Feteiras - Igreja': '09h43', 'Relva - Canto da Pia': '09h58', 'Ponta Delgada - Ramalho': '10h01', 'Ponta Delgada': '10h10'};WEEKDAY;None
206-12h05;206;{'Mosteiros - Banda de Além': '12h05', 'Mosteiros - Igreja': '12h10', 'Mosteiros - Ramal': '12h15', 'Varzea': '12h20', 'Ginetes - Igreja': '12h25', 'Candelária - Socorro': '12h30', 'Candelária - Centro': '12h38', 'Feteiras - Biscoito': '12h40', 'Feteiras - Igreja': '12h43', 'Relva - Canto da Pia': '12h58', 'Ponta Delgada - Ramalho': '13h01', 'Ponta Delgada - Hospital': '13h20', 'Ponta Delgada': '13h10'};WEEKDAY;None
206-14h45;206;{'Mosteiros - Banda de Além': '14h45', 'Mosteiros - Igreja': '14h50', 'Mosteiros - Ramal': '14h55', 'Varzea': '15h00', 'Ginetes - Igreja': '15h05', 'Candelária - Socorro': '15h10', 'Candelária - Centro': '15h18', 'Feteiras - Biscoito': '15h20', 'Feteiras - Igreja': '15h23', 'Relva - Canto da Pia': '15h38', 'Ponta Delgada - Ramalho': '15h41', 'Ponta Delgada': '15h50'};WEEKDAY;None
206-16h35;206;{'Mosteiros - Banda de Além': '16h35', 'Mosteiros - Igreja': '16h40', 'Mosteiros - Ramal': '16h45', 'Varzea': '16h55', 'Ginetes - Igreja': '17h00', 'Candelária - Socorro': '17h10', 'Candelária - Centro': '17h18', 'Feteiras - Biscoito': '17h20', 'Feteiras - Igreja': '17h25', 'Relva - Canto da Pia': '17h40', 'Ponta Delgada - Ramalho': '17h45', 'Ponta Delgada': '17h55'};WEEKDAY;None
206-06h15;206;{'Mosteiros - Banda de Além': '06h15', 'Mosteiros - Igreja': '06h20', 'Mosteiros - Ramal': '06h25', 'Varzea': '06h30', 'Ginetes - Igreja': '06h35', 'Candelária - Socorro': '06h40', 'Candelária - Centro': '06h45', 'Feteiras - Biscoito': '06h50', 'Feteiras - Igreja': '06h53', 'Relva - Igreja': '07h08', 'Relva - Canto da Pia': '07h13', 'Ponta Delgada - Ramalho': '07h16', 'Ponta Delgada - Hospital': '07h35', 'Ponta Delgada': '07h23'};SATURDAY;None
206-07h05;206;{'Mosteiros - Banda de Além': '07h05', 'Mosteiros - Igreja': '07h10', 'Mosteiros - Ramal': '07h15', 'Varzea': '07h20', 'Ginetes - Igreja': '07h25', 'Candelária - Socorro': '07h30', 'Candelária - Centro': '07h35', 'Feteiras - Biscoito': '07h40', 'Feteiras - Igreja': '07h43', 'Relva - Canto da Pia': '07h58', 'Ponta Delgada - Ramalho': '08h01', 'Ponta Delgada - Hospital': '08h20', 'Ponta Delgada': '08h08'};SATURDAY;None
206-09h05;206;{'Mosteiros - Banda de Além': '09h05', 'Mosteiros - Igreja': '09h10', 'Mosteiros - Ramal': '09h20', 'Varzea': '09h20', 'Ginetes - Igreja': '09h25', 'Candelária - Socorro': '09h30', 'Candelária - Centro': '09h35', 'Feteiras - Biscoito': '09h40', 'Feteiras - Igreja': '09h43', 'Relva - Canto da Pia': '09h58', 'Ponta Delgada - Ramalho': '10h01', 'Ponta Delgada': '10h08'};SATURDAY;None
206-14h45;206;{'Mosteiros - Banda de Além': '14h45', 'Mosteiros - Igreja': '14h50', 'Mosteiros - Ramal': '14h55', 'Varzea': '15h00', 'Ginetes - Igreja': '15h05', 'Candelária - Socorro': '15h10', 'Candelária - Centro': '15h15', 'Feteiras - Biscoito': '15h20', 'Feteiras - Igreja': '15h43', 'Relva - Igreja': '15h38', 'Relva - Canto da Pia': '15h41', 'Ponta Delgada - Ramalho': '15h44', 'Ponta Delgada': '15h51'};SATURDAY;None
206-16h35;206;{'Mosteiros - Banda de Além': '16h35', 'Mosteiros - Igreja': '16h40', 'Mosteiros - Ramal': '16h45', 'Varzea': '16h50', 'Ginetes - Igreja': '16h55', 'Candelária - Socorro': '17h00', 'Candelária - Centro': '17h05', 'Feteiras - Biscoito': '17h20', 'Feteiras - Igreja': '17h25', 'Relva - Canto da Pia': '17h40', 'Ponta Delgada - Ramalho': '17h45', 'Ponta Delgada': '17h53'};SATURDAY;None
206-07h00;206;{'Mosteiros - Banda de Além': '07h00', 'Mosteiros - Igreja': '07h05', 'Mosteiros - Ramal': '07h10', 'Varzea': '07h15', 'Ginetes - Igreja': '07h20', 'Candelária - Socorro': '07h25', 'Candelária - Centro': '07h30', 'Feteiras - Biscoito': '07h35', 'Feteiras - Igreja': '07h38', 'Relva - Igreja': '07h53', 'Relva - Canto da Pia': '07h58', 'Ponta Delgada - Ramalho': '08h01', 'Ponta Delgada': '08h08', 'Ponta Delgada - Hospital': '08h20'};SUNDAY;None
206-11h00;206;{'Mosteiros - Banda de Além': '11h00', 'Mosteiros - Igreja': '11h05', 'Mosteiros - Ramal': '11h10', 'Varzea': '11h15', 'Ginetes - Igreja': '11h20', 'Candelária - Socorro': '11h25', 'Candelária - Centro': '11h30', 'Feteiras - Biscoito': '11h35', 'Feteiras - Igreja': '11h38', 'Relva - Igreja': '11h53', 'Relva - Canto da Pia': '11h58', 'Ponta Delgada - Ramalho': '12h01', 'Ponta Delgada': '12h08', 'Ponta Delgada - Hospital': '12h20'};SUNDAY;None
206-15h00;206;{'Mosteiros - Banda de Além': '15h00', 'Mosteiros - Igreja': '15h05', 'Mosteiros - Ramal': '15h10', 'Varzea': '15h15', 'Ginetes - Igreja': '15h20', 'Candelária - Socorro': '15h25', 'Candelária - Centro': '15h30', 'Feteiras - Biscoito': '15h35', 'Feteiras - Igreja': '15h38', 'Relva - Igreja': '15h53', 'Relva - Canto da Pia': '15h58', 'Ponta Delgada - Ramalho': '16h01', 'Ponta Delgada': '16h08', 'Ponta Delgada - Hospital': '16h20'};SUNDAY;None
206-18h15;206;{'Mosteiros - Banda de Além': '18h15', 'Mosteiros - Igreja': '18h20', 'Mosteiros - Ramal': '18h25', 'Varzea': '18h30', 'Ginetes - Igreja': '18h35', 'Candelária - Socorro': '18h40', 'Candelária - Centro': '18h45', 'Feteiras - Biscoito': '18h50', 'Feteiras - Igreja': '18h53', 'Relva - Igreja': '19h08', 'Relva - Canto da Pia': '19h13', 'Ponta Delgada - Ramalho': '19h16', 'Ponta Delgada': '19h23', 'Ponta Delgada - Hospital': '19h35'};SUNDAY;None
206-07h50;206;{'Ponta Delgada': '07h50', 'Av Principe Mónaco': '07h55', 'Ponta Delgada - Ramalho': '07h57', 'Relva - Canto da Pia': '08h02', 'Feteiras - Igreja': '08h17', 'Feteiras - Biscoito': '08h20', 'Candelária - Centro': '08h25', 'Candelária - Socorro': '08h30', 'Ginetes - Igreja': '08h35', 'Varzea': '08h40', 'Mosteiros - Ramal': '08h45', 'Mosteiros - Igreja': '08h50', 'Mosteiros - Banda de Além': '08h55'};SATURDAY;None
